"blife_binomial","n_cells","st_area"
"Epinecrophylla erythrura",69194,1679089
"Epinecrophylla fulviventris",12826,282960
"Epinecrophylla gutturalis",47328,1145364
"Epinecrophylla haematonota",91251,2216542
"Epinecrophylla hoffmannsi",53338,1293455
"Epinecrophylla leucophthalma",87664,2120137
"Epinecrophylla ornata",32910,784638
"Epinecrophylla spodionota",5884,125195
"Erythropitta arquata",9366,215485
"Erythropitta caeruleitorques",39,561
"Erythropitta celebensis",7991,176140
"Erythropitta dohertyi",479,7526
"Erythropitta erythrogaster",13926,291152
"Erythropitta gazellae",1749,36632
"Erythropitta granatina",37614,858742
"Erythropitta inspeculata",57,848
"Erythropitta kochi",2271,37514
"Erythropitta macklotii",31178,697583
"Erythropitta meeki",26,297
"Erythropitta novaehibernicae",519,8530
"Erythropitta palliceps",30,195
"Erythropitta rubrinucha",1338,27428
"Erythropitta rufiventris",1383,25258
"Erythropitta splendida",30,287
"Erythropitta ussheri",2057,41394
"Erythropitta venusta",3769,71646
"Euchrepomis callinota",10845,228767
"Euchrepomis humeralis",52955,1279971
"Euchrepomis sharpei",1871,35658
"Euchrepomis spodioptila",89845,2176757
"Eugralla paradoxa",5576,124332
"Eurylaimus harterti",91458,2162254
"Eurylaimus javanicus",5556,126897
"Eurylaimus ochromalus",50787,1136306
"Formicarius analis",238813,5752438
"Formicarius colma",289428,7027003
"Formicarius moniliger",13581,317785
"Formicarius nigricapillus",5106,109233
"Formicarius rufifrons",1120,17514
"Formicarius rufipectus",10023,207707
"Formicivora acutirostris",134,884
"Formicivora erythronotos",23,106
"Formicivora grantsaui",177,3538
"Formicivora grisea",209744,5065078
"Formicivora iheringi",2892,62756
"Formicivora intermedia",33213,784903
"Formicivora melanogaster",109940,2665151
"Formicivora paludicola",39,490
"Formicivora rufa",170062,4114504
"Formicivora serrana",8900,210874
"Frederickena unduliger",72088,1747074
"Frederickena viridis",52681,1275321
"Geositta antarctica",23115,548648
"Geositta crassirostris",2383,51884
"Geositta cunicularia",123343,2918674
"Geositta isabellina",3216,71640
"Geositta maritima",7342,160283
"Geositta peruviana",2757,55138
"Geositta poeciloptera",60457,1464985
"Geositta punensis",16095,384651
"Geositta rufipennis",31936,757250
"Geositta saxicolina",1962,45024
"Geositta tenuirostris",26368,625669
"Glyphorynchus spirurus",306728,7415984
"Grallaria albigula",2202,45861
"Grallaria alleni",1405,14441
"Grallaria alticola",1658,37291
"Grallaria andicolus",6378,141967
"Grallaria atuensis",312,5975
"Grallaria bangsi",175,1998
"Grallaria blakei",3108,51818
"Grallaria capitalis",616,12210
"Grallaria carrikeri",1405,30167
"Grallaria chthonia",32,499
"Grallaria dignissima",16160,388857
"Grallaria eludens",16236,385994
"Grallaria erythroleuca",1527,32893
"Grallaria erythrotis",1833,39311
"Grallaria excelsa",956,8364
"Grallaria fenwickorum",59,765
"Grallaria flavotincta",1179,22957
"Grallaria gigantea",1168,21238
"Grallaria griseonucha",438,8307
"Grallaria guatimalensis",51643,1183610
"Grallaria haplonota",4369,88576
"Grallaria hypoleuca",3159,62777
"Grallaria kaestneri",108,1405
"Grallaria milleri",796,15773
"Grallaria nuchalis",3151,63963
"Grallaria przewalskii",1099,19171
"Grallaria quitensis",3425,74883
"Grallaria ridgelyi",19,121
"Grallaria ruficapilla",10829,241258
"Grallaria rufocinerea",1932,37820
"Grallaria rufula",10999,237922
"Grallaria saltuensis",102,1614
"Grallaria squamigera",12403,271129
"Grallaria varia",135939,3267204
"Grallaria watkinsi",803,16725
"Grallaricula cucullata",960,16096
"Grallaricula cumanensis",188,2704
"Grallaricula ferrugineipectus",3284,70446
"Grallaricula flavirostris",13438,273480
"Grallaricula leymebambae",3530,71264
"Grallaricula lineifrons",811,14441
"Grallaricula loricata",545,11341
"Grallaricula nana",12424,269502
"Grallaricula ochraceifrons",184,2591
"Grallaricula peruviana",704,6494
"Gymnocichla nudiceps",16110,358125
"Gymnopithys bicolor",16620,739166
"Gymnopithys leucaspis",42975,1036340
"Gymnopithys rufigula",71658,1739216
"Hafferia fortis",80563,1957969
"Hafferia immaculata",4846,103708
"Hafferia zeledoni",7641,164154
"Herpsilochmus atricapillus",154159,3753310
"Herpsilochmus axillaris",9143,187899
"Herpsilochmus dorsimaculatus",37865,913817
"Herpsilochmus dugandi",9850,233569
"Herpsilochmus gentryi",501,9597
"Herpsilochmus longirostris",82576,2002520
"Herpsilochmus motacilloides",2352,40882
"Herpsilochmus parkeri",366,5993
"Herpsilochmus pectoralis",13549,316953
"Herpsilochmus pileatus",492,7830
"Herpsilochmus praedictus",14848,356373
"Herpsilochmus roraimae",11976,285769
"Herpsilochmus rufimarginatus",28457,683948
"Herpsilochmus scapularis",120073,2849742
"Herpsilochmus sellowi",41372,1002093
"Herpsilochmus stictocephalus",22112,530714
"Herpsilochmus sticturus",25061,594048
"Herpsilochmus stotzi",7795,183364
"Hydrornis baudii",26990,609048
"Hydrornis caeruleus",34122,784979
"Hydrornis cyaneus",43816,1024771
"Hydrornis elliotii",26010,608653
"Hydrornis guajanus",5796,130514
"Hydrornis gurneyi",166,1904
"Hydrornis irena",24349,529557
"Hydrornis nipalensis",28299,671272
"Hydrornis oatesi",24142,550695
"Hydrornis phayrei",39322,932760
"Hydrornis schneideri",3435,66281
"Hydrornis schwaneri",30891,737549
"Hydrornis soror",24822,582095
"Hylopezus auricularis",55,695
"Hylopezus macularius",152823,3699714
"Hylopezus ochroleucus",27376,658419
"Hylopezus perspicillatus",12703,281718
"Hylophylax naevioides",16677,749814
"Hylophylax naevius",241596,5886751
"Hylophylax punctulatus",130010,3148772
"Hypocnemis cantator",40399,974940
"Hypocnemis flavescens",21254,509474
"Hypocnemis hypoxantha",58914,1417083
"Hypocnemis ochrogyna",19113,459082
"Hypocnemis peruviana",78295,1899197
"Hypocnemis rondoni",5205,120164
"Hypocnemis striata",45488,1102611
"Hypocnemis subflava",15458,364627
"Hypocnemoides maculicauda",137908,3346209
"Hypocnemoides melanopogon",145301,3514748
"Hypoedaleus guttatus",35033,833971
"Isleria guttata",70518,1706114
"Isleria hauxwelli",175822,4275889
"Liosceles thoracicus",94210,2288747
"Mackenziaena leachii",34606,832029
"Mackenziaena severa",39835,959822
"Megastictus margaritatus",80671,1949748
"Melanopareia elegans",3660,81576
"Melanopareia maranonica",773,16573
"Melanopareia maximiliani",31638,755543
"Melanopareia torquata",114486,2787119
"Merulaxis ater",4860,106256
"Merulaxis stresemanni",18,101
"Microrhopias quixensis",172088,4130868
"Myornis senilis",5809,119756
"Myrmeciza longipes",47918,1118318
"Myrmelastes brunneiceps",2438,54671
"Myrmelastes caurensis",10147,241836
"Myrmelastes humaythae",15835,373055
"Myrmelastes hyperythrus",68176,1652836
"Myrmelastes leucostigma",123598,2989330
"Myrmelastes rufifacies",19963,476595
"Myrmelastes saturatus",2093,48262
"Myrmelastes schistaceus",22299,532955
"Myrmoborus leucophrys",212959,5160085
"Myrmoborus lophotes",8648,204389
"Myrmoborus lugubris",10143,216067
"Myrmoborus melanurus",4708,92616
"Myrmoborus myotherinus",197719,4809162
"Myrmochanes hemileucus",12005,262854
"Myrmoderus eowilsoni",1111,23904
"Myrmoderus ferrugineus",53854,1298736
"Myrmoderus loricatus",7735,178903
"Myrmoderus ruficauda",5722,130401
"Myrmoderus squamosus",10413,242786
"Myrmophylax atrothorax",280803,6844528
"Myrmorchilus strigilatus",71861,1738555
"Myrmornis stictoptera",5173,116573
"Myrmornis torquata",124936,3016047
"Myrmothera berlepschi",59443,1431703
"Myrmothera campanisona",169528,4117051
"Myrmothera dives",8224,180992
"Myrmothera fulviventris",10630,254133
"Myrmothera simplex",5134,113975
"Myrmothera subcanescens",36344,877806
"Myrmotherula ambigua",10877,259410
"Myrmotherula assimilis",18444,414936
"Myrmotherula axillaris",320933,7784699
"Myrmotherula behni",6250,140352
"Myrmotherula brachyura",255934,6231299
"Myrmotherula cherriei",28314,681050
"Myrmotherula grisea",3045,67414
"Myrmotherula ignota",65348,1569185
"Myrmotherula iheringi",47867,1156759
"Myrmotherula klagesi",2979,61715
"Myrmotherula longicauda",7163,154757
"Myrmotherula longipennis",211962,5150577
"Myrmotherula luctuosa",10717,249005
"Myrmotherula menetriesii",261936,6373066
"Myrmotherula minor",2063,40994
"Myrmotherula multostriata",190420,4628801
"Myrmotherula pacifica",10684,238239
"Myrmotherula schisticolor",24860,537545
"Myrmotherula sclateri",109659,2668946
"Myrmotherula snowi",32,287
"Myrmotherula sunensis",7719,179939
"Myrmotherula surinamensis",65344,1585047
"Myrmotherula unicolor",3571,74183
"Myrmotherula urosticta",5263,119502
"Nasica longirostris",224153,5440717
"Neoctantes niger",56651,1363112
"Neodrepanis coruscans",3057,55432
"Neodrepanis hypoxantha",1092,13131
"Oneillornis lunulatus",12572,298710
"Oneillornis salvini",56421,1363771
"Percnostola arenarum",431,8876
"Percnostola rufifrons",47861,1146993
"Phaenostictus mcleannani",11636,255985
"Philepitta castanea",2799,46590
"Philepitta schlegeli",3652,76057
"Phlegopsis borbae",9938,235989
"Phlegopsis erythroptera",86750,2107019
"Phlegopsis nigromaculata",161695,3912252
"Pithys albifrons",129003,3123529
"Pithys castaneus",230,3911
"Pitta anerythra",873,14304
"Pitta angolensis",166994,3993069
"Pitta brachyura",108795,2638097
"Pitta concinna",1998,37523
"Pitta elegans",4667,92785
"Pitta iris",11735,260224
"Pitta maxima",1251,23567
"Pitta megarhyncha",4004,57049
"Pitta moluccensis",95937,2263863
"Pitta morotaiensis",125,2290
"Pitta novaeguineae",30701,689087
"Pitta nympha",57739,1380341
"Pitta reichenowi",24796,589732
"Pitta rosenbergii",150,2544
"Pitta sordida",138933,3206315
"Pitta steerii",5428,118241
"Pitta superba",107,1842
"Pitta versicolor",24936,568751
"Pitta vigorsii",469,6739
"Pittasoma michleri",2447,49491
"Pittasoma rufopileatum",3470,75565
"Poliocrania exsul",8249,181249
"Poliocrania maculifer",8731,198161
"Psarisomus dalhousiae",56747,1325353
"Pseudocalyptomena graueri",923,18688
"Psilorhamphus guttatus",8294,184282
"Pteroptochos castaneus",2275,53181
"Pteroptochos megapodius",5766,132675
"Pteroptochos tarnii",12348,275161
"Pygiptila stellaris",194495,4722430
"Pyriglena atra",288,5201
"Pyriglena leuconota",84032,1995387
"Pyriglena leucoptera",51203,1234470
"Rhegmatorhina berlepschi",2943,68598
"Rhegmatorhina cristata",11309,269226
"Rhegmatorhina gymnops",13562,322258
"Rhegmatorhina hoffmannsi",32457,782403
"Rhegmatorhina melanosticta",79311,1922099
"Rhinocrypta lanceolata",41937,1009511
"Rhopias gularis",21143,503220
"Rhopornis ardesiacus",169,2765
"Sakesphorus canadensis",68293,1637414
"Sakesphorus cristatus",47451,1147832
"Sakesphorus luctuosus",67649,1628994
"Sakesphorus pulchellus",11643,269358
"Sapayoa aenigma",4792,104038
"Sarcophanops samarensis",1169,22830
"Sarcophanops steerii",4426,97304
"Scelorchilus albicollis",4998,113114
"Scelorchilus rubecula",12202,271807
"Sciaphylax castanea",8946,212524
"Sciaphylax hemimelaena",103717,2517828
"Sclateria naevia",255929,6219448
"Sclerurus albigularis",29824,659499
"Sclerurus caudacutus",228276,5544865
"Sclerurus cearensis",26476,639629
"Sclerurus guatemalensis",18685,419647
"Sclerurus mexicanus",265814,6403459
"Sclerurus rufigularis",220373,5355641
"Sclerurus scansor",87777,2128157
"Scytalopus acutirostris",1440,21463
"Scytalopus affinis",764,15471
"Scytalopus altirostris",1521,24169
"Scytalopus alvarezlopezi",561,6963
"Scytalopus argentifrons",866,15649
"Scytalopus atratus",8729,188693
"Scytalopus bolivianus",3011,64645
"Scytalopus canus",236,3631
"Scytalopus caracae",287,5269
"Scytalopus chocoensis",1318,26087
"Scytalopus diamantinensis",889,17592
"Scytalopus femoralis",3728,83923
"Scytalopus fuscus",5084,116118
"Scytalopus gettyae",70,936
"Scytalopus gonzagai",221,4391
"Scytalopus griseicollis",2767,61754
"Scytalopus iraiensis",318,4567
"Scytalopus latebricola",223,4091
"Scytalopus latrans",11477,241271
"Scytalopus macropus",1898,40457
"Scytalopus magellanicus",20084,454450
"Scytalopus meridanus",953,20828
"Scytalopus micropterus",2309,45705
"Scytalopus novacapitalis",5056,119212
"Scytalopus opacus",3419,72367
"Scytalopus pachecoi",3035,63534
"Scytalopus panamensis",34,309
"Scytalopus parkeri",909,14889
"Scytalopus parvirostris",6083,125612
"Scytalopus perijanus",156,2081
"Scytalopus petrophilus",2219,49561
"Scytalopus robbinsi",145,1143
"Scytalopus rodriguezi",116,1928
"Scytalopus sanctaemartae",130,1425
"Scytalopus schulenbergi",1940,38454
"Scytalopus simonsi",1526,30088
"Scytalopus speluncae",10705,250849
"Scytalopus spillmanni",6324,133179
"Scytalopus stilesi",1153,19755
"Scytalopus superciliaris",2384,53325
"Scytalopus unicolor",543,8556
"Scytalopus urubambae",376,3487
"Scytalopus vicinior",910,16927
"Scytalopus zimmeri",2407,53609
"Serilophus lunatus",52636,1242057
"Serilophus rubropygius",11157,258908
"Sipia berlepschi",2611,56128
"Sipia laemosticta",1832,36924
"Sipia nigricauda",3057,65126
"Sipia palliata",2829,55075
"Sittasomus griseicapillus",449653,10976868
"Sittasomus griseus",52213,1199378
"Smithornis capensis",159115,3775500
"Smithornis rufolateralis",78925,1892618
"Smithornis sharpei",21327,502278
"Taraba major",534104,12978779
"Teledromas fuscus",21841,523000
"Terenura maculata",32909,787707
"Terenura sicki",137,2187
"Thamnistes aequatorialis",9518,209501
"Thamnistes anabatinus",17885,400377
"Thamnomanes ardesiacus",140337,3403361
"Thamnomanes caesius",250740,6088820
"Thamnomanes saturninus",56847,1373461
"Thamnomanes schistogynus",51006,1234105
"Thamnophilus aethiops",205110,4978488
"Thamnophilus amazonicus",256339,6232540
"Thamnophilus ambiguus",9147,210974
"Thamnophilus aroyae",2795,62810
"Thamnophilus atrinucha",26010,1174518
"Thamnophilus bernardi",4632,103080
"Thamnophilus bridgesi",1423,28429
"Thamnophilus caerulescens",165077,3988082
"Thamnophilus cryptoleucus",8990,178501
"Thamnophilus divisorius",69,944
"Thamnophilus doliatus",445933,10790935
"Thamnophilus insignis",6163,144166
"Thamnophilus melanonotus",5250,114665
"Thamnophilus melanothorax",13036,306844
"Thamnophilus multistriatus",5377,122462
"Thamnophilus murinus",173423,4226298
"Thamnophilus nigriceps",9077,211826
"Thamnophilus nigrocinereus",55306,1307957
"Thamnophilus palliatus",106525,2558071
"Thamnophilus pelzelni",108558,2638454
"Thamnophilus praecox",1195,25943
"Thamnophilus punctatus",65636,1580208
"Thamnophilus ruficapillus",58384,1396816
"Thamnophilus schistaceus",164927,4017318
"Thamnophilus shumbae",162,3046
"Thamnophilus stictocephalus",44674,1075385
"Thamnophilus sticturus",17696,426316
"Thamnophilus subfasciatus",4962,112987
"Thamnophilus tenuepunctatus",6430,137022
"Thamnophilus torquatus",154099,3754429
"Thamnophilus unicolor",8160,169284
"Thamnophilus zarumae",1252,28059
"Traversia lyalli",0,0
"Willisornis nigrigula",24729,595549
"Willisornis poecilinotus",215379,5244783
"Willisornis vidua",27133,645270
"Xenicus gilviventris",722,11254
"Xenicus longipes",0,0
"Xenornis setifrons",1083,17626
"Acrobatornis fonsecai",238,3711
"Ampelioides tschudii",9517,202317
"Ampelion rubrocristatus",18745,416076
"Ampelion rufaxilla",3991,80193
"Anabacerthia amaurotis",21031,501370
"Anabacerthia lichtensteini",65943,1597006
"Anabacerthia ruficaudata",179880,4340501
"Anabacerthia striaticollis",15482,337380
"Anabacerthia variegaticeps",10033,216557
"Anabazenops dorsalis",20607,483276
"Anabazenops fuscus",15905,374623
"Ancistrops strigilatus",103828,2524438
"Antilophia bokermanni",17,32
"Antilophia galeata",81201,1971698
"Anumbius annumbi",121237,2939149
"Aphrastura masafuerae",7,19
"Aphrastura spinicauda",23535,491961
"Asthenes anthoides",15057,346000
"Asthenes arequipae",4375,98521
"Asthenes ayacuchensis",516,10197
"Asthenes baeri",71556,1732328
"Asthenes berlepschi",89,1413
"Asthenes coryi",461,9056
"Asthenes dorbignyi",10937,253270
"Asthenes flammulata",5807,123738
"Asthenes fuliginosa",4513,96834
"Asthenes griseomurina",890,19039
"Asthenes harterti",1180,23984
"Asthenes helleri",1311,17107
"Asthenes heterura",4293,93539
"Asthenes huancavelicae",871,18641
"Asthenes hudsoni",33657,805223
"Asthenes humilis",6529,146691
"Asthenes luizae",467,7746
"Asthenes maculicauda",2432,49274
"Asthenes modesta",84070,2021472
"Asthenes moreirae",1757,39756
"Asthenes ottonis",2101,48462
"Asthenes palpebralis",541,11567
"Asthenes perijana",20,112
"Asthenes pudibunda",4159,89721
"Asthenes pyrrholeuca",113361,2749319
"Asthenes urubambensis",3175,64332
"Asthenes usheri",448,9313
"Asthenes vilcabambae",615,13230
"Asthenes virgata",2158,46985
"Asthenes wyatti",20409,470069
"Automolus cervinigularis",13863,319735
"Automolus exsertus",616,11569
"Automolus infuscatus",178674,4351916
"Automolus lammi",2820,64373
"Automolus leucophthalmus",74940,1809136
"Automolus melanopezus",28090,674684
"Automolus ochrolaemus",263102,6385649
"Automolus paraensis",69611,1675144
"Automolus rufipileatus",181731,4389102
"Automolus subulatus",135877,3305812
"Automolus virgatus",9410,203590
"Berlepschia rikeri",214523,5212974
"Calyptura cristata",154,2932
"Campylorhamphus falcularius",36730,880866
"Campylorhamphus multostriatus",8211,193796
"Campylorhamphus probatus",39834,965709
"Campylorhamphus procurvoides",109210,2644106
"Campylorhamphus pusillus",8463,178242
"Campylorhamphus trochilirostris",307423,7436868
"Carpodectes antoniae",325,3941
"Carpodectes hopkei",4372,96923
"Carpodectes nitidus",4635,103637
"Carpornis cucullata",4028,83115
"Carpornis melanocephala",10559,237322
"Cephalopterus glabricollis",1283,27044
"Cephalopterus ornatus",227077,5541775
"Cephalopterus penduliger",2832,56926
"Ceratopipra chloromeros",19985,475659
"Ceratopipra cornuta",14493,347437
"Ceratopipra erythrocephala",143827,3479027
"Ceratopipra mentalis",24835,562184
"Ceratopipra rubrocapilla",141133,3413522
"Certhiaxis cinnamomeus",348260,8411484
"Certhiaxis mustelinus",30095,698452
"Chiroxiphia boliviana",3603,79417
"Chiroxiphia caudata",60793,1466226
"Chiroxiphia lanceolata",18579,422916
"Chiroxiphia linearis",4739,102340
"Chiroxiphia pareola",210147,5073149
"Chloropipo flavicapilla",1167,18845
"Chloropipo unicolor",2927,57581
"Cichlocolaptes holti",6379,147890
"Cichlocolaptes leucophrus",6431,149108
"Cichlocolaptes mazarbarnetti",0,0
"Cinclodes albidiventris",4626,100994
